5639.99432345108,7821.9981687218
5630.58072642476,7818.65099760568
5621.30622910959,7814.89502625666
5612.15207993612,7810.86956386734
5603.0888283439,7806.63931640144
5594.11152173654,7802.24771912744
5585.19599396637,7797.71133395009
5576.35442243563,7793.05431188771
5567.56744723573,7788.27728975606
5558.8415440023,7783.38888079673
5550.18240501226,7778.39284470678
5541.58459926041,7773.28165334515
5533.05514661881,7768.04922474397
5524.62126146484,7762.69507677406
5516.27133519994,7757.18319451192
5507.97997188568,7751.59534454346
5499.60651616589,7746.12369261496
5491.16522481509,7740.78056332088
5482.6241409143,7735.55274707265
5474.01858085167,7730.47654764631
5465.31347417245,7725.55772452141
5456.50422053793,7720.84241991048
5447.53017097153,7716.39547662437
5438.3567929795,7712.43652556767
5428.70447123051,7710.00399518758
5419.20569375716,7712.86551492463
5410.67468917184,7718.07987130561
5402.90704345703,7724.34477615357
5395.79592931271,7731.3741164133
5389.40067113936,7739.07127973158
5383.32871774369,7747.0015843872
5376.7648827302,7754.55239194938
5369.75293911118,7761.66210534271
5362.28045921816,7768.3209322398
5354.39677345753,7774.46223860979
5346.10500510317,7780.06184433774
5337.45386888087,7785.06375060231
5328.4527927553,7789.4375773061
5319.17093249052,7793.12392778379
5309.61384301074,7796.09184787143
5299.85992678092,7798.2846825762
5289.96916505055,7799.65839388019
5279.98212663799,7800.17196874862
5269.98934373041,7799.78294012813
5260.08319586747,7798.46049374317
5250.3560194752,7796.18609513774
5240.88752876412,7792.94977314634
5231.81657238837,7788.78249680981
5223.19894443601,7783.70573051345
5215.14129177597,7777.79120679211
5207.77918341756,7771.04006814212
5201.06897753751,7763.61643704936
5195.30000910163,7755.45254389197
5190.69880018622,7746.58328705175
5187.22800747346,7737.21815247498
5184.64273871621,7727.55311313237
5182.6841898947,7717.7506060988
5181.14338387037,7707.87764041999
5179.91063792523,7697.95671204515
5178.9842156391,7687.99812879129
5177.84643016127,7678.05242041947
5176.29600023269,7668.1755062723
5173.84590152465,7658.48889358854
5169.22630289756,7649.68122245884
5161.06334793568,7644.11613515019
5151.3335951654,7641.92272621207
5141.42273393925,7643.04986302555
5131.73080587118,7645.49542425084
5122.17380981974,7648.4054673519
5112.68104717752,7651.59199875779
5103.26697865712,7654.95992382555
5093.91813149259,7658.46458742282
5084.60054683976,7662.08919061543
5075.31601892061,7665.81405650903
5066.07260971338,7669.62261938318
5056.85418292566,7673.51208779021
5047.67259467736,7677.47065850653
5038.51687763041,7681.49809172909
5029.39085198508,7685.58922812156
5020.2922795685,7689.7426687628
5011.22655517435,7693.95441551476
5002.1903756183,7698.24296961501
4993.14366660368,7702.49873099747
4984.0679378716,7706.70143825874
4974.96071988625,7710.84384886075
4965.83120133602,7714.91256983598
4956.65408787666,7718.90841992461
4947.44973594788,7722.81090394221
4938.21484467918,7726.60890572265
4928.91465268314,7730.30219615762
4919.57732385991,7733.86355145987
4910.16793507526,7737.28860692766
4900.71083284232,7740.54910782543
4891.20718317877,7743.62465965801
4881.63704983995,7746.50000188197
4871.97905128076,7749.1574164096
4862.28040516335,7751.56018733985
4852.51133215347,7753.69273728603
4842.67380979202,7755.53126602518
4832.79878570691,7757.04982920479
4822.86116264237,7758.23502606922
4812.89921088144,7759.06927940307
4802.91396865697,7759.5459103073
4792.92114378419,7759.66333458759
4782.91923715794,7759.42650026217
4772.94105793142,7758.84752227541
4762.98871486029,7757.9437830744
4753.05063639104,7756.73431404123
4743.17115776648,7755.24836966791
4733.31314689742,7753.50583240493
4723.51421603616,7751.53912410819
4713.74540015508,7749.36814732361
4704.0365515654,7747.02420609265
4694.35879605089,7744.5071820314
4684.75413560527,7741.70704023504
4675.22634249966,7738.6756870854
4665.74789656009,7735.46114500306
4656.32562037194,7732.10325698776
4646.96059433415,7728.62919943963
4637.62779938773,7725.04902550606
4628.32822490607,7721.37740296655
4619.05086868303,7717.62094941039
4609.81134069271,7713.79470056863
4600.59531769824,7709.89971550583
4591.4199189651,7705.94888679451
4582.24928950395,7701.93114250805
4573.1191276294,7697.8656097161
4564.01346593674,7693.7481447863
4554.92718072181,7689.57854017695
4545.8541626235,7685.3554307179
4536.81315001566,7681.08858663961
4527.79736682681,7676.7754844536
4518.800319866,7672.41308201027
4509.81632260426,7667.99807545735
4500.86562345131,7663.53949179024
4491.94483660917,7659.03432476585
4483.04075861065,7654.47377564609
4474.16726588707,7649.86207764029
4465.31784709093,7645.19214699743
4456.51363524887,7640.47050632106
4447.72519220255,7635.67519979114
4438.99773708591,7630.82310650797
4430.30020389869,7625.88683977343
